,id,initiative,aguila7b_vote,aguila7b_for_prob,aguila7b_against_prob,aguila7b_abstain_prob
17,110/000010,"Canje de Cartas constitutivo de Acuerdo de Sede entre el Reino de España y las Naciones Unidas para la celebración en Madrid, en noviembre de 2015, de tres reuniones internacionales sobre registro de emisiones y transferencias de contaminantes, hecho en Madrid y Ginebra el 26 de octubre y el 13 de noviembre de 2015.",1,0.1188774149611758,0.23884778041775906,0.6422748046210651
18,110/000010,"Denuncia del Acuerdo entre el Reino de España y la Universidad de las Naciones Unidas relativo al Instituto Internacional de la Universidad de las Naciones Unidas para la Alianza de Civilizaciones en Barcelona, hecho en Madrid y Tokio el 28 de junio de 2010.",0,0.025483015016839663,0.3252835235847376,0.6492334613984228
19,110/000011,"Denuncia del Acuerdo entre el Reino de España y la Universidad de las Naciones Unidas relativo al Instituto Internacional de la Universidad de las Naciones Unidas para la Alianza de Civilizaciones en Barcelona, hecho en Madrid y Tokio el 28 de junio de 2010.",0,0.025483015016839663,0.3252835235847376,0.6492334613984228
20,110/000011,"Canje de Cartas constitutivo de Acuerdo de Sede entre el Reino de España y las Naciones Unidas para la celebración en Madrid, en noviembre de 2015, de tres reuniones internacionales sobre registro de emisiones y transferencias de contaminantes, hecho en Madrid y Ginebra el 26 de octubre y el 13 de noviembre de 2015.",1,0.1188774149611758,0.23884778041775906,0.6422748046210651
21,110/000012,"Canje de Cartas constitutivo de Acuerdo de Sede entre el Reino de España y las Naciones Unidas para la celebración en Madrid, en noviembre de 2015, de tres reuniones internacionales sobre registro de emisiones y transferencias de contaminantes, hecho en Madrid y Ginebra el 26 de octubre y el 13 de noviembre de 2015.",1,0.1188774149611758,0.23884778041775906,0.6422748046210651
22,110/000013,"Protocolo al Tratado del Atlántico Norte relativo a la adhesión de la República de Montenegro, hecho en Bruselas el 19 de mayo de 2016.",1,0.06216285734131521,0.11152742465360818,0.8263097180050766
23,110/000014,"Canje de Cartas constitutivo de Acuerdo de Sede entre el Reino de España y las Naciones Unidas para la celebración en Madrid, en noviembre de 2015, de tres reuniones internacionales sobre registro de emisiones y transferencias de contaminantes, hecho en Madrid y Ginebra el 26 de octubre y el 13 de noviembre de 2015.",1,0.1188774149611758,0.23884778041775906,0.6422748046210651
24,110/000015,"Canje de Cartas constitutivo de Acuerdo de Sede entre el Reino de España y las Naciones Unidas para la celebración en Madrid, en noviembre de 2015, de tres reuniones internacionales sobre registro de emisiones y transferencias de contaminantes, hecho en Madrid y Ginebra el 26 de octubre y el 13 de noviembre de 2015.",1,0.1188774149611758,0.23884778041775906,0.6422748046210651
25,110/000016,"Canje de Cartas constitutivo de Acuerdo de Sede entre el Reino de España y las Naciones Unidas para la celebración en Madrid, en noviembre de 2015, de tres reuniones internacionales sobre registro de emisiones y transferencias de contaminantes, hecho en Madrid y Ginebra el 26 de octubre y el 13 de noviembre de 2015.",1,0.1188774149611758,0.23884778041775906,0.6422748046210651
26,110/000017,"Acuerdo entre el Reino de España y el Reino de Arabia Saudí sobre protección mutua de información clasificada en el ámbito de la defensa, hecho en Madrid el 26 de septiembre de 2016.",1,0.06414048451842809,0.11374413073233768,0.8221153847492342
27,110/000018,"Canje de Cartas constitutivo de Acuerdo de Sede entre el Reino de España y las Naciones Unidas para la celebración en Madrid, en noviembre de 2015, de tres reuniones internacionales sobre registro de emisiones y transferencias de contaminantes, hecho en Madrid y Ginebra el 26 de octubre y el 13 de noviembre de 2015.",1,0.1188774149611758,0.23884778041775906,0.6422748046210651
28,110/000033,"Convenio de cooperación en materia de lucha contra la delincuencia entre el Reino de España y la República de Níger, hecho en Niamey el 14 de mayo de 2015.",1,0.06170492953434735,0.20383423419119306,0.7344608362744596
29,110/000034,"Acuerdo Económico y Comercial Global entre Canadá, por una parte, y la Unión Europea y sus Estados miembros, por otra, hecho en Bruselas el 30 de octubre de 2016.",1,0.07039488217310876,0.09686972608093329,0.832735391745958
30,110/000034,"Votación de la Propuesta con consideración de enmienda a la totalidad presentada al Acuerdo Económico y Comercial Global entre Canadá, por una parte, y la Unión Europea y sus Estados miembros, por otra, hecho en Bruselas el 30 de octubre de 2016, por el Grupo Parlamentario Confederal de Unidos Podemos-En Comú Podem-En Marea.",-1,0.06752878937471966,0.15235032812577337,0.780120882499507
31,110/000035,"Convenio de cooperación en materia de lucha contra la delincuencia entre el Reino de España y la República de Níger, hecho en Niamey el 14 de mayo de 2015.",1,0.06170492953434735,0.20383423419119306,0.7344608362744596
32,110/000036,"Convenio de cooperación en materia de lucha contra la delincuencia entre el Reino de España y la República de Níger, hecho en Niamey el 14 de mayo de 2015.",1,0.06170492953434735,0.20383423419119306,0.7344608362744596
33,110/000037,"Convenio de cooperación en materia de lucha contra la delincuencia entre el Reino de España y la República de Níger, hecho en Niamey el 14 de mayo de 2015.",1,0.06170492953434735,0.20383423419119306,0.7344608362744596
34,110/000038,"Convenio de cooperación en materia de lucha contra la delincuencia entre el Reino de España y la República de Níger, hecho en Niamey el 14 de mayo de 2015.",1,0.06170492953434735,0.20383423419119306,0.7344608362744596
35,110/000039,"Convenio de cooperación en materia de lucha contra la delincuencia entre el Reino de España y la República de Níger, hecho en Niamey el 14 de mayo de 2015.",1,0.06170492953434735,0.20383423419119306,0.7344608362744596
36,110/000040,"Convenio de cooperación en materia de lucha contra la delincuencia entre el Reino de España y la República de Níger, hecho en Niamey el 14 de mayo de 2015.",1,0.06170492953434735,0.20383423419119306,0.7344608362744596
37,110/000043,"Acuerdo de diálogo político y de cooperación entre la Unión Europea y sus Estados miembros, por un lado, y la República de Cuba, por otro, hecho en Bruselas el 12 de diciembre de 2016.",1,0.06477421943767595,0.09325525131217384,0.8419705292501503
38,110/000044,"Acuerdo de préstamo entre el Reino de España y el Fondo Monetario Internacional, hecho en Madrid y Washington el 12 y 30 de mayo de 2017.",1,0.08453569131156118,0.10190596250569128,0.8135583461827476
39,110/000053,"Acuerdo de Asociación económica preliminar entre Ghana, por una parte, y la Comunidad Europea y sus Estados Miembros, por otra, hecho en Bruselas el 28 de julio de 2016.",1,0.040684969688667715,0.11256630608432722,0.8467487242270051
40,110/000055,"Convenio entre el Reino de España y la República Islámica de Mauritania sobre cooperación en materia de seguridad, hecho ""ad referendum"" en Madrid el 26 de mayo de 2015.",1,0.051005718044437355,0.1922301729354045,0.7567641090201581
41,110/000056,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",1,0.025205827138359078,0.06052227913868371,0.9142718937229573
42,110/000057,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",1,0.025205827138359078,0.06052227913868371,0.9142718937229573
43,110/000058,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",1,0.025205827138359078,0.06052227913868371,0.9142718937229573
44,110/000059,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",1,0.025205827138359078,0.06052227913868371,0.9142718937229573
45,110/000060,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",1,0.025205827138359078,0.06052227913868371,0.9142718937229573
46,110/000061,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",1,0.025205827138359078,0.06052227913868371,0.9142718937229573
47,110/000062,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",1,0.025205827138359078,0.06052227913868371,0.9142718937229573
48,110/000063,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",1,0.025205827138359078,0.06052227913868371,0.9142718937229573
49,110/000064,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",1,0.025205827138359078,0.06052227913868371,0.9142718937229573
50,110/000065,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",1,0.025205827138359078,0.06052227913868371,0.9142718937229573
51,110/000066,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",1,0.025205827138359078,0.06052227913868371,0.9142718937229573
52,110/000067,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",1,0.025205827138359078,0.06052227913868371,0.9142718937229573
53,110/000081,"Convenio del Consejo de Europa sobre un planteamiento integrado de protección, seguridad y atención en los partidos de fútbol y otros acontecimientos deportivos, hecho en Saint-Denis el 3 de julio de 2016, y Declaraciones que España desea formular.",1,0.120539046531723,0.1085422308774692,0.7709187225908078
54,110/000082,"Convenio del Consejo de Europa sobre un planteamiento integrado de protección, seguridad y atención en los partidos de fútbol y otros acontecimientos deportivos, hecho en Saint-Denis el 3 de julio de 2016, y Declaraciones que España desea formular.",1,0.120539046531723,0.1085422308774692,0.7709187225908078
55,110/000083,"Convenio del Consejo de Europa sobre un planteamiento integrado de protección, seguridad y atención en los partidos de fútbol y otros acontecimientos deportivos, hecho en Saint-Denis el 3 de julio de 2016, y Declaraciones que España desea formular.",1,0.120539046531723,0.1085422308774692,0.7709187225908078
56,110/000084,"Convenio del Consejo de Europa sobre un planteamiento integrado de protección, seguridad y atención en los partidos de fútbol y otros acontecimientos deportivos, hecho en Saint-Denis el 3 de julio de 2016, y Declaraciones que España desea formular.",1,0.120539046531723,0.1085422308774692,0.7709187225908078
57,110/000085,"Convenio entre el Reino de España y la República de Túnez sobre cooperación en materia de Seguridad y de Lucha contra la Delincuencia, hecho ""ad referendum"" en Túnez el 26 de febrero de 2018.",1,0.04207029699898564,0.18241779997589105,0.7755119030251233
58,110/000086,"Convenio del Consejo de Europa sobre un planteamiento integrado de protección, seguridad y atención en los partidos de fútbol y otros acontecimientos deportivos, hecho en Saint-Denis el 3 de julio de 2016, y Declaraciones que España desea formular.",1,0.120539046531723,0.1085422308774692,0.7709187225908078
59,110/000087,"Convenio entre el Reino de España y la República del Paraguay sobre cooperación en materia de seguridad ciudadana, hecho ""ad referendum"" en Madrid el 9 de junio de 2015.",1,0.054896441914317855,0.12199077840499357,0.8231127796806885
60,110/000088,"Acuerdo de Asociación económica preliminar entre Ghana, por una parte, y la Comunidad Europea y sus Estados Miembros, por otra, hecho en Bruselas el 28 de julio de 2016.",1,0.040684969688667715,0.11256630608432722,0.8467487242270051
61,110/000089,"Enmienda para la supresión del artículo 124 del Estatuto de Roma de la Corte Penal Internacional, adoptada en La Haya el 26 de noviembre de 2015.",1,0.08756854432872693,0.22171039750297097,0.6907210581683021
62,110/000090,"Enmienda para la supresión del artículo 124 del Estatuto de Roma de la Corte Penal Internacional, adoptada en La Haya el 26 de noviembre de 2015.",1,0.08756854432872693,0.22171039750297097,0.6907210581683021
63,110/000091,"Enmienda para la supresión del artículo 124 del Estatuto de Roma de la Corte Penal Internacional, adoptada en La Haya el 26 de noviembre de 2015.",1,0.08756854432872693,0.22171039750297097,0.6907210581683021
64,110/000092,"Convenio entre el Reino de España y la República de Cabo Verde para evitar la doble imposición y prevenir la evasión fiscal en materia de impuestos sobre la renta y su Protocolo, hecho en Madrid el 5 de junio de 2017.",1,0.06138137116501925,0.15014837208139736,0.7884702567535834
65,110/000093,"Enmienda para la supresión del artículo 124 del Estatuto de Roma de la Corte Penal Internacional, adoptada en La Haya el 26 de noviembre de 2015.",1,0.08756854432872693,0.22171039750297097,0.6907210581683021
66,110/000094,"Enmienda para la supresión del artículo 124 del Estatuto de Roma de la Corte Penal Internacional, adoptada en La Haya el 26 de noviembre de 2015.",1,0.08756854432872693,0.22171039750297097,0.6907210581683021
67,110/000095,"Enmienda para la supresión del artículo 124 del Estatuto de Roma de la Corte Penal Internacional, adoptada en La Haya el 26 de noviembre de 2015.",1,0.08756854432872693,0.22171039750297097,0.6907210581683021
68,110/000096,"Enmienda para la supresión del artículo 124 del Estatuto de Roma de la Corte Penal Internacional, adoptada en La Haya el 26 de noviembre de 2015.",1,0.08756854432872693,0.22171039750297097,0.6907210581683021
69,110/000097,"Denuncia del Acuerdo entre el Reino de España y la Universidad de las Naciones Unidas relativo al Instituto Internacional de la Universidad de las Naciones Unidas para la Alianza de Civilizaciones en Barcelona, hecho en Madrid y Tokio el 28 de junio de 2010.",0,0.025483015016839663,0.3252835235847376,0.6492334613984228
70,110/000098,"Denuncia del Acuerdo entre el Reino de España y la Universidad de las Naciones Unidas relativo al establecimiento, funcionamiento y ubicación del Instituto Internacional de la Universidad de las Naciones Unidas para la Alianza de Civilizaciones en Barcelona, hecho en Madrid y Tokio el 28 de junio de 2010.",0,0.029402723009719512,0.2509978174740711,0.7195994595162094
71,110/000099,"Enmienda para la supresión del artículo 124 del Estatuto de Roma de la Corte Penal Internacional, adoptada en La Haya el 26 de noviembre de 2015.",1,0.08756854432872693,0.22171039750297097,0.6907210581683021
72,121/000002,"Proyecto de Ley de Contratos del Sector Público, por la que se transponen al ordenamiento jurídico español las Directivas del Parlamento Europeo y del Consejo, 2014/23/UE y 2014/24/UE, de 26 de febrero de 2014.",1,0.054891477119685526,0.12911384220382321,0.8159946806764913
73,121/000002,"Solicitud de avocación por el Pleno de la Cámara de la deliberación y votación final del Proyecto de Ley de Contratos del Sector Público, por la que se transponen al ordenamiento jurídico español las Directivas del Parlamento Europeo y del Consejo, 2014/23/UE y 2014/24/UE, de 26 de febrero de 2014, presentadas por los Grupos Parlamentarios Mixto y Confederal de Unidos Podemos-En Comú Podem-En Marea.",-1,0.20780827326062046,0.1209106286306906,0.671281098108689
74,121/000002,"Votación de la enmienda a la totalidad de devolución al Proyecto de Ley de Contratos del Sector Público, por la que se transponen al ordenamiento jurídico español las Directivas del Parlamento Europeo y del Consejo, 2014/23/UE y 2014/24/UE, de 26 de febrero de 2014, presentada por el Grupo Parlamentario Confederal de Unidos Podemos-En Comú Podem-En Marea.",-1,0.07540293638823696,0.17844959331013494,0.7461474703016281
75,121/000003,"Solicitud de avocación por el Pleno de la Cámara de la deliberación y votación final del Proyecto de Ley sobre procedimientos de contratación en los sectores del agua, la energía, los transportes y los servicios postales por la que se transpone al ordenamiento jurídico español la Directiva 2014/25/UE, del Parlamento Europeo y del Consejo, de 26 de febrero de 2014, presentada por los Grupos Parlamentarios Mixto y Confederal de Unidos Podemos-En Comú Podem-En Marea.",-1,0.23342554354306908,0.10241726048395992,0.664157195972971
76,121/000004,Proyecto de Ley sobre precursores de explosivos.,1,0.0982357050773491,0.1003618022030746,0.8014024927195763
77,121/000004,"Solicitud de avocación por el Pleno de la Cámara de la deliberación y votación final del Proyecto de Ley sobre precursores de explosivos, presentada por el Grupo Parlamentario Mixto (Sr. Homs).",0,0.2406636556265918,0.1025003358473739,0.6568360085260343
78,121/000004,"Votación de la enmienda a la totalidad de devolución presentada al Proyecto de Ley sobre precursores de explosivos, por el Grupo Parlamentario Mixto (Sr. Homs).",-1,0.04725721438699146,0.14645437315808885,0.8062884124549197
79,121/000005,"Proyecto de Ley por la que se incorpora al ordenamiento jurídico español la Directiva 2013/11/UE, del Parlamento Europeo y del Consejo, de 21 de mayo de 2013, relativa a la resolución alternativa de litigios en materia de consumo.",1,0.08922419594202262,0.1073746492605521,0.8034011547974252
80,121/000005,"Solicitud de avocación por el Pleno de la Cámara de la deliberación y votación final del Proyecto de Ley por la que se incorpora al ordenamiento jurídico español la Directiva 2013/11/UE, del Parlamento Europeo y del Consejo, de 21 de mayo de 2013, relativa a la resolución alternativa de litigios en materia de consumo, a petición del Grupo Parlamentario Confederal de Unidos Podemos-En Comú Podem-En Marea.",-1,0.20115789478858898,0.12862355107156745,0.6702185541398435
81,121/000005,"Votación conjunta de las enmiendas a la totalidad de devolución al Proyecto de Ley por la que se incorpora al ordenamiento jurídico español la Directiva 2013/11/UE, del Parlamento Europeo y del Consejo, de 21 de mayo de 2013, relativa a la resolución alternativa de litigios en materia de consumo, presentadas por los Grupos Parlamentarios Mixto (Sr. Campuzano) y de Esquerra Republicana.",0,0.08314407752934083,0.1448576610571482,0.7719982614135109
82,121/000006,Estado de ingresos  Sin enmiendas,1,0.18612804494318286,0.1210244740599603,0.6928474809968568
83,121/000006,Preámbulo   Sin enmiendas,1,0.16064081410252626,0.09925832789769982,0.7401008579997739
84,121/000006,Sección 05 (Consejo de Estado)   Sin enmiendas,1,0.06841281044638708,0.09904351560963581,0.8325436739439771
85,121/000006,Sección 34 (Relaciones Financieras con la U.E.)  Sin enmiendas.,1,0.11371205798629176,0.1881188517171347,0.6981690902965736
86,121/000006,"Segunda Votación conjunta de las enmiendas a la totalidad de devolución al Proyecto de Ley de Presupuestos Generales del Estado para el año 2017, presentadas por los Grupos Parlamentarios Socialista, Confederal de Unidos Podemos-En Comú Podem-En Marea, de Esquerra Republicana y Mixto (Sr. Campuzano, Sr. Candela, Sra. Beitialarrangoitia y Sr. Matute y Sr. Quevedo).",0,0.40837346083792947,0.08683568712672919,0.5047908520353414
87,121/000006,"Tercera Votación conjunta de las enmiendas a la totalidad de devolución al Proyecto de Ley de Presupuestos Generales del Estado para el año 2017, presentadas por los Grupos Parlamentarios Socialista, Confederal de Unidos Podemos-En Comú Podem-En Marea, de Esquerra Republicana y Mixto (Sr. Campuzano, Sr. Candela, Sra. Beitialarrangoitia y Sr. Matute y Sr. Quevedo).",0,0.05012712396334828,0.08827313847361516,0.8615997375630365
88,121/000006,"Votación conjunta de las enmiendas a la totalidad de devolución al Proyecto de Ley de Presupuestos Generales del Estado para el año 2017, presentadas por los Grupos Parlamentarios Socialista, Confederal de Unidos Podemos-En Comú Podem-En Marea, de Esquerra Republicana y Mixto (Sr. Campuzano, Sr. Candela, Sra. Beitialarrangoitia y Sr. Matute y Sr. Quevedo).",0,0.07033704686651836,0.11217637559536552,0.8174865775381162
89,121/000008,"Proyecto de Ley por la que se adoptan medidas urgentes para paliar los efectos producidos por la sequía en determinadas cuencas hidrográficas y se modifica el texto refundido de la Ley de Aguas, aprobado por Real Decreto Legislativo 1/2001, de 20 de julio (procedente del Real Decreto-Ley 10/2017, de 9 de junio).",-1,0.07855541665312898,0.13437099919010986,0.7870735841567612
90,121/000010,"Acuerdo de tramitación directa y en lectura única del Proyecto de Ley por la que se modifica la Ley 12/2002, de 23 de mayo, por la que se aprueba el Concierto Económico con la Comunidad Autónoma del País Vasco.",1,0.07837405721261835,0.10955044094769593,0.8120755018396857
91,121/000010,"Proyecto de Ley por la que se modifica la Ley 12/2002, de 23 de mayo, por la que se aprueba el Concierto Económico con la Comunidad Autónoma del País Vasco.",-1,0.0782522934395677,0.14155527140636184,0.7801924351540704
92,121/000011,Acuerdo de tramitación directa y en lectura única del Proyecto de Ley por la que se aprueba la metodología de señalamiento del cupo del País Vasco para el quinquenio 2017-2021.,1,0.11415593548410644,0.10379795263887591,0.7820461118770177
93,121/000011,Proyecto de Ley por la que se aprueba la metodología de señalamiento del cupo del País Vasco para el quinquenio 2017-2021.,1,0.11940292356083684,0.14405827771120794,0.7365387987279552
94,121/000012,Proyecto de Ley reguladora de los contratos de crédito inmobiliario.,1,0.12397723945247767,0.10619652129415774,0.7698262392533646
95,121/000012,Proyecto de Ley reguladora de los contratos de crédito inmobiliario.,1,0.12397723945247767,0.10619652129415774,0.7698262392533646
96,121/000012,Solicitud de avocación por el Pleno de la Cámara de la deliberación y votación final del Proyecto de Ley reguladora de los contratos de crédito inmobiliario.,-1,0.3038794247248716,0.09635398697857343,0.5997665882965549
97,121/000012,"Votación de la enmienda a la totalidad de texto alternativo al Proyecto de Ley reguladora de los contratos de crédito inmobiliario, presentada por el Grupo Parlamentario Confederal de Unidos Podemos-En Comú Podem-En Marea.",-1,0.05645594980850837,0.14005626929123777,0.8034877809002539
98,121/000013,Proyecto de Ley Orgánica de Protección de Datos Personales y garantía de los derechos digitales.,1,0.1125826197796633,0.11533733529277687,0.7720800449275598
99,121/000013,"Votación de la enmienda a la totalidad de devolución al Proyecto de Ley Orgánica de Protección de Datos de Carácter Personal, presentada por el Grupo Palamentario Mixto (Sr. Campuzano).",1,0.05489486768758383,0.12275087379672672,0.8223542585156894
100,121/000015,"Proyecto de Ley por la que se modifica el Código de Comercio, el texto refundido de la Ley de Sociedades de Capital aprobado por el Real Decreto Legislativo 1/2010, de 2 de julio, y la Ley 22/2015, de 20 de julio, de Auditoría de Cuentas, en materia de información no financiera y diversidad (procedente del Real Decreto-Ley 18/2017, de 24 de noviembre).",-1,0.05834134449798852,0.11780224816447346,0.8238564073375381
101,121/000020,"Votación conjunta de las enmiendas a la totalidad de devolución al Proyecto de Ley de Presupuestos Generales del Estado para el año 2018, presentadas por los Grupos Parlamentarios Socialista, Confederal de Unidos Podemos-En Comú Podem-En Marea, de Esquerra Republicana y Mixto (Sr. Campuzano, Sr. Candela, Sr. Baldoví, Sr. Bataller, Sra. Sorlí, Sra. Beitialarrangoitia y Sr. Matute).",-1,0.07883213869262669,0.08797108100236316,0.8331967803050102
102,121/000078,"Acuerdo de tramitación directa y en lectura única del Proyecto de Ley por la que se modifica la Ley 12/2002, de 23 de mayo, por la que se aprueba el Concierto Económico con la Comunidad Autónoma del País Vasco.",1,0.07837405721261835,0.10955044094769593,0.8120755018396857
103,121/000094,Proyecto de Ley sobre precursores de explosivos.,1,0.0982357050773491,0.1003618022030746,0.8014024927195763
104,121/000143,"Acuerdo de tramitación directa y en lectura única del Proyecto de Ley por la que se modifica la Ley 12/2002, de 23 de mayo, por la que se aprueba el Concierto Económico con la Comunidad Autónoma del País Vasco.",1,0.07837405721261835,0.10955044094769593,0.8120755018396857
105,122/000001,"Proposición de Ley del Grupo Parlamentario Socialista, sobre la suspensión del calendario de la implantación de la Ley Orgánica 8/2013, de 9 de diciembre, para la mejora de la calidad educativa (Orgánica).",-1,0.08845553887229271,0.06487493501609545,0.8466695261116118
106,122/000005,"Proposición de Ley del Grupo Parlamentario Vasco (EAJ-PNV), de reforma de la Ley 9/1968, de 5 de abril, sobre secretos oficiales.",1,0.06391863662966255,0.07687124764683721,0.8592101157235003
107,122/000006,"Proposición de Ley del Grupo Parlamentario Vasco (EAJ-PNV), de reforma de la Ley 9/1968, de 5 de abril, sobre secretos oficiales.",1,0.06391863662966255,0.07687124764683721,0.8592101157235003
108,122/000011,"Proposición de Ley del Grupo Parlamentario Ciudadanos, de modificación del régimen de tasas judiciales, establecido por la Ley 10/2012, de 20 de noviembre, para la exención de las entidades sin fines lucrativos que hayan optado por el régimen fiscal especial de la Ley 49/2002, de 23 de diciembre, de régimen fiscal especial de las entidades sin fines lucrativos y de los incentivos fiscales al mecenazgo, y los sujetos pasivos que tengan la consideración de entidades de reducida dimensión de acuerdo con lo previsto en la normativa reguladora del Impuesto sobre Sociedades.",-1,0.06848349094219197,0.08805890333000305,0.8434576057278049
109,122/000012,"Proposición de Ley del Grupo Parlamentario de Esquerra Republicana, por la que se modifica la Ley Orgánica 5/1985, de 19 de junio, del Régimen Electoral General para ampliar el derecho de sufragio activo a los mayores de 16 años (Orgánica).",1,0.08037065641390909,0.08372779012704486,0.835901553459046
110,122/000014,"Proposición de Ley del Grupo Parlamentario Vasco (EAJ-PNV), de reforma de la Ley 9/1968, de 5 de abril, sobre secretos oficiales.",1,0.06391863662966255,0.07687124764683721,0.8592101157235003
