,id,initiative,llama_2_7b_vote,llama_2_7b_for_prob,llama_2_7b_against_prob,llama_2_7b_abstain_prob
100,121/000015,"Proyecto de Ley por la que se modifica el Código de Comercio, el texto refundido de la Ley de Sociedades de Capital aprobado por el Real Decreto Legislativo 1/2010, de 2 de julio, y la Ley 22/2015, de 20 de julio, de Auditoría de Cuentas, en materia de información no financiera y diversidad (procedente del Real Decreto-Ley 18/2017, de 24 de noviembre).",0,0.1079441518156194,0.10556456794061116,0.7864912802437695
101,121/000020,"Votación conjunta de las enmiendas a la totalidad de devolución al Proyecto de Ley de Presupuestos Generales del Estado para el año 2018, presentadas por los Grupos Parlamentarios Socialista, Confederal de Unidos Podemos-En Comú Podem-En Marea, de Esquerra Republicana y Mixto (Sr. Campuzano, Sr. Candela, Sr. Baldoví, Sr. Bataller, Sra. Sorlí, Sra. Beitialarrangoitia y Sr. Matute).",0,0.24417333166735428,0.2080866949495588,0.5477399733830869
102,121/000078,"Acuerdo de tramitación directa y en lectura única del Proyecto de Ley por la que se modifica la Ley 12/2002, de 23 de mayo, por la que se aprueba el Concierto Económico con la Comunidad Autónoma del País Vasco.",1,0.12709651606673703,0.17130260450618107,0.7016008794270819
103,121/000094,Proyecto de Ley sobre precursores de explosivos.,0,0.03769555972381657,0.11505934243133682,0.8472450978448466
104,121/000143,"Acuerdo de tramitación directa y en lectura única del Proyecto de Ley por la que se modifica la Ley 12/2002, de 23 de mayo, por la que se aprueba el Concierto Económico con la Comunidad Autónoma del País Vasco.",1,0.12709651606673703,0.17130260450618107,0.7016008794270819
105,122/000001,"Proposición de Ley del Grupo Parlamentario Socialista, sobre la suspensión del calendario de la implantación de la Ley Orgánica 8/2013, de 9 de diciembre, para la mejora de la calidad educativa (Orgánica).",1,0.1311161352674798,0.19264756375537195,0.6762363009771483
106,122/000005,"Proposición de Ley del Grupo Parlamentario Vasco (EAJ-PNV), de reforma de la Ley 9/1968, de 5 de abril, sobre secretos oficiales.",1,0.0886329556400915,0.2940565468054314,0.6173104975544771
107,122/000006,"Proposición de Ley del Grupo Parlamentario Vasco (EAJ-PNV), de reforma de la Ley 9/1968, de 5 de abril, sobre secretos oficiales.",1,0.0886329556400915,0.2940565468054314,0.6173104975544771
108,122/000011,"Proposición de Ley del Grupo Parlamentario Ciudadanos, de modificación del régimen de tasas judiciales, establecido por la Ley 10/2012, de 20 de noviembre, para la exención de las entidades sin fines lucrativos que hayan optado por el régimen fiscal especial de la Ley 49/2002, de 23 de diciembre, de régimen fiscal especial de las entidades sin fines lucrativos y de los incentivos fiscales al mecenazgo, y los sujetos pasivos que tengan la consideración de entidades de reducida dimensión de acuerdo con lo previsto en la normativa reguladora del Impuesto sobre Sociedades.",-1,0.3379714174817201,0.13081554417187768,0.5312130383464022
109,122/000012,"Proposición de Ley del Grupo Parlamentario de Esquerra Republicana, por la que se modifica la Ley Orgánica 5/1985, de 19 de junio, del Régimen Electoral General para ampliar el derecho de sufragio activo a los mayores de 16 años (Orgánica).",1,0.17680029316488094,0.2860522111894058,0.5371474956457133
110,122/000014,"Proposición de Ley del Grupo Parlamentario Vasco (EAJ-PNV), de reforma de la Ley 9/1968, de 5 de abril, sobre secretos oficiales.",1,0.0886329556400915,0.2940565468054314,0.6173104975544771
