,id,initiative,llama3_8b_vote,llama3_8b_for_prob,llama3_8b_against_prob,llama3_8b_abstain_prob
20,110/000011,"Canje de Cartas constitutivo de Acuerdo de Sede entre el Reino de España y las Naciones Unidas para la celebración en Madrid, en noviembre de 2015, de tres reuniones internacionales sobre registro de emisiones y transferencias de contaminantes, hecho en Madrid y Ginebra el 26 de octubre y el 13 de noviembre de 2015.",1,0.005472794322351503,0.0032624311315997668,0.9912647745460488
21,110/000012,"Canje de Cartas constitutivo de Acuerdo de Sede entre el Reino de España y las Naciones Unidas para la celebración en Madrid, en noviembre de 2015, de tres reuniones internacionales sobre registro de emisiones y transferencias de contaminantes, hecho en Madrid y Ginebra el 26 de octubre y el 13 de noviembre de 2015.",1,0.005472794322351503,0.0032624311315997668,0.9912647745460488
22,110/000013,"Protocolo al Tratado del Atlántico Norte relativo a la adhesión de la República de Montenegro, hecho en Bruselas el 19 de mayo de 2016.",1,0.05636449270439244,0.039123896853109214,0.9045116104424984
23,110/000014,"Canje de Cartas constitutivo de Acuerdo de Sede entre el Reino de España y las Naciones Unidas para la celebración en Madrid, en noviembre de 2015, de tres reuniones internacionales sobre registro de emisiones y transferencias de contaminantes, hecho en Madrid y Ginebra el 26 de octubre y el 13 de noviembre de 2015.",1,0.005472794322351503,0.0032624311315997668,0.9912647745460488
24,110/000015,"Canje de Cartas constitutivo de Acuerdo de Sede entre el Reino de España y las Naciones Unidas para la celebración en Madrid, en noviembre de 2015, de tres reuniones internacionales sobre registro de emisiones y transferencias de contaminantes, hecho en Madrid y Ginebra el 26 de octubre y el 13 de noviembre de 2015.",1,0.005472794322351503,0.0032624311315997668,0.9912647745460488
25,110/000016,"Canje de Cartas constitutivo de Acuerdo de Sede entre el Reino de España y las Naciones Unidas para la celebración en Madrid, en noviembre de 2015, de tres reuniones internacionales sobre registro de emisiones y transferencias de contaminantes, hecho en Madrid y Ginebra el 26 de octubre y el 13 de noviembre de 2015.",1,0.005472794322351503,0.0032624311315997668,0.9912647745460488
26,110/000017,"Acuerdo entre el Reino de España y el Reino de Arabia Saudí sobre protección mutua de información clasificada en el ámbito de la defensa, hecho en Madrid el 26 de septiembre de 2016.",1,0.01383936043225564,0.02427656256419606,0.9618840770035483
27,110/000018,"Canje de Cartas constitutivo de Acuerdo de Sede entre el Reino de España y las Naciones Unidas para la celebración en Madrid, en noviembre de 2015, de tres reuniones internacionales sobre registro de emisiones y transferencias de contaminantes, hecho en Madrid y Ginebra el 26 de octubre y el 13 de noviembre de 2015.",1,0.005472794322351503,0.0032624311315997668,0.9912647745460488
28,110/000033,"Convenio de cooperación en materia de lucha contra la delincuencia entre el Reino de España y la República de Níger, hecho en Niamey el 14 de mayo de 2015.",0,0.6103889300305595,0.012912044976209203,0.3766990249932313
29,110/000034,"Acuerdo Económico y Comercial Global entre Canadá, por una parte, y la Unión Europea y sus Estados miembros, por otra, hecho en Bruselas el 30 de octubre de 2016.",1,0.16706213041400542,0.05713918928055415,0.7757986803054404
30,110/000034,"Votación de la Propuesta con consideración de enmienda a la totalidad presentada al Acuerdo Económico y Comercial Global entre Canadá, por una parte, y la Unión Europea y sus Estados miembros, por otra, hecho en Bruselas el 30 de octubre de 2016, por el Grupo Parlamentario Confederal de Unidos Podemos-En Comú Podem-En Marea.",0,0.5593038047542578,0.17060299109982952,0.2700932041459127
31,110/000035,"Convenio de cooperación en materia de lucha contra la delincuencia entre el Reino de España y la República de Níger, hecho en Niamey el 14 de mayo de 2015.",0,0.6103889300305595,0.012912044976209203,0.3766990249932313
32,110/000036,"Convenio de cooperación en materia de lucha contra la delincuencia entre el Reino de España y la República de Níger, hecho en Niamey el 14 de mayo de 2015.",0,0.6103889300305595,0.012912044976209203,0.3766990249932313
33,110/000037,"Convenio de cooperación en materia de lucha contra la delincuencia entre el Reino de España y la República de Níger, hecho en Niamey el 14 de mayo de 2015.",0,0.6103889300305595,0.012912044976209203,0.3766990249932313
34,110/000038,"Convenio de cooperación en materia de lucha contra la delincuencia entre el Reino de España y la República de Níger, hecho en Niamey el 14 de mayo de 2015.",0,0.6103889300305595,0.012912044976209203,0.3766990249932313
35,110/000039,"Convenio de cooperación en materia de lucha contra la delincuencia entre el Reino de España y la República de Níger, hecho en Niamey el 14 de mayo de 2015.",0,0.6103889300305595,0.012912044976209203,0.3766990249932313
36,110/000040,"Convenio de cooperación en materia de lucha contra la delincuencia entre el Reino de España y la República de Níger, hecho en Niamey el 14 de mayo de 2015.",0,0.6103889300305595,0.012912044976209203,0.3766990249932313
37,110/000043,"Acuerdo de diálogo político y de cooperación entre la Unión Europea y sus Estados miembros, por un lado, y la República de Cuba, por otro, hecho en Bruselas el 12 de diciembre de 2016.",1,0.14242503594604794,0.0486063553798005,0.8089686086741515
38,110/000044,"Acuerdo de préstamo entre el Reino de España y el Fondo Monetario Internacional, hecho en Madrid y Washington el 12 y 30 de mayo de 2017.",1,0.18848319096904873,0.08934765244205209,0.7221691565888992
39,110/000053,"Acuerdo de Asociación económica preliminar entre Ghana, por una parte, y la Comunidad Europea y sus Estados Miembros, por otra, hecho en Bruselas el 28 de julio de 2016.",0,0.45090888020707715,0.07246557874487727,0.47662554104804555
40,110/000055,"Convenio entre el Reino de España y la República Islámica de Mauritania sobre cooperación en materia de seguridad, hecho ""ad referendum"" en Madrid el 26 de mayo de 2015.",0,0.49452285878374574,0.020956039206151033,0.48452110201010323
41,110/000056,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",0,0.7435195425135025,0.015505424008113578,0.2409750334783839
42,110/000057,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",0,0.7435195425135025,0.015505424008113578,0.2409750334783839
43,110/000058,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",0,0.7435195425135025,0.015505424008113578,0.2409750334783839
44,110/000059,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",0,0.7435195425135025,0.015505424008113578,0.2409750334783839
45,110/000060,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",0,0.7435195425135025,0.015505424008113578,0.2409750334783839
46,110/000061,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",0,0.7435195425135025,0.015505424008113578,0.2409750334783839
47,110/000062,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",0,0.7435195425135025,0.015505424008113578,0.2409750334783839
48,110/000063,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",0,0.7435195425135025,0.015505424008113578,0.2409750334783839
49,110/000064,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",0,0.7435195425135025,0.015505424008113578,0.2409750334783839
50,110/000065,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",0,0.7435195425135025,0.015505424008113578,0.2409750334783839
51,110/000066,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",0,0.7435195425135025,0.015505424008113578,0.2409750334783839
52,110/000067,"Acuerdo entre el Gobierno del Reino de España y el Gobierno del Japón relativo al Programa de vacaciones y actividades laborales esporádicas, hecho en Tokio el 5 de abril de 2017.",0,0.7435195425135025,0.015505424008113578,0.2409750334783839
53,110/000081,"Convenio del Consejo de Europa sobre un planteamiento integrado de protección, seguridad y atención en los partidos de fútbol y otros acontecimientos deportivos, hecho en Saint-Denis el 3 de julio de 2016, y Declaraciones que España desea formular.",1,0.007573609196111021,0.009949664870663379,0.9824767259332255
54,110/000082,"Convenio del Consejo de Europa sobre un planteamiento integrado de protección, seguridad y atención en los partidos de fútbol y otros acontecimientos deportivos, hecho en Saint-Denis el 3 de julio de 2016, y Declaraciones que España desea formular.",1,0.007573609196111021,0.009949664870663379,0.9824767259332255
55,110/000083,"Convenio del Consejo de Europa sobre un planteamiento integrado de protección, seguridad y atención en los partidos de fútbol y otros acontecimientos deportivos, hecho en Saint-Denis el 3 de julio de 2016, y Declaraciones que España desea formular.",1,0.007573609196111021,0.009949664870663379,0.9824767259332255
56,110/000084,"Convenio del Consejo de Europa sobre un planteamiento integrado de protección, seguridad y atención en los partidos de fútbol y otros acontecimientos deportivos, hecho en Saint-Denis el 3 de julio de 2016, y Declaraciones que España desea formular.",1,0.007573609196111021,0.009949664870663379,0.9824767259332255
57,110/000085,"Convenio entre el Reino de España y la República de Túnez sobre cooperación en materia de Seguridad y de Lucha contra la Delincuencia, hecho ""ad referendum"" en Túnez el 26 de febrero de 2018.",1,0.06906506483858213,0.008034894553279853,0.922900040608138
58,110/000086,"Convenio del Consejo de Europa sobre un planteamiento integrado de protección, seguridad y atención en los partidos de fútbol y otros acontecimientos deportivos, hecho en Saint-Denis el 3 de julio de 2016, y Declaraciones que España desea formular.",1,0.007573609196111021,0.009949664870663379,0.9824767259332255
59,110/000087,"Convenio entre el Reino de España y la República del Paraguay sobre cooperación en materia de seguridad ciudadana, hecho ""ad referendum"" en Madrid el 9 de junio de 2015.",1,0.23429395816762932,0.010952761210233586,0.7547532806221371
60,110/000088,"Acuerdo de Asociación económica preliminar entre Ghana, por una parte, y la Comunidad Europea y sus Estados Miembros, por otra, hecho en Bruselas el 28 de julio de 2016.",0,0.45090888020707715,0.07246557874487727,0.47662554104804555
61,110/000089,"Enmienda para la supresión del artículo 124 del Estatuto de Roma de la Corte Penal Internacional, adoptada en La Haya el 26 de noviembre de 2015.",-1,0.15939838439937065,0.5121784110087496,0.3284232045918798
62,110/000090,"Enmienda para la supresión del artículo 124 del Estatuto de Roma de la Corte Penal Internacional, adoptada en La Haya el 26 de noviembre de 2015.",-1,0.15939838439937065,0.5121784110087496,0.3284232045918798
63,110/000091,"Enmienda para la supresión del artículo 124 del Estatuto de Roma de la Corte Penal Internacional, adoptada en La Haya el 26 de noviembre de 2015.",-1,0.15939838439937065,0.5121784110087496,0.3284232045918798
64,110/000092,"Convenio entre el Reino de España y la República de Cabo Verde para evitar la doble imposición y prevenir la evasión fiscal en materia de impuestos sobre la renta y su Protocolo, hecho en Madrid el 5 de junio de 2017.",1,0.00535643703640668,0.004238939937153704,0.9904046230264396
65,110/000093,"Enmienda para la supresión del artículo 124 del Estatuto de Roma de la Corte Penal Internacional, adoptada en La Haya el 26 de noviembre de 2015.",-1,0.15939838439937065,0.5121784110087496,0.3284232045918798
66,110/000094,"Enmienda para la supresión del artículo 124 del Estatuto de Roma de la Corte Penal Internacional, adoptada en La Haya el 26 de noviembre de 2015.",-1,0.15939838439937065,0.5121784110087496,0.3284232045918798
67,110/000095,"Enmienda para la supresión del artículo 124 del Estatuto de Roma de la Corte Penal Internacional, adoptada en La Haya el 26 de noviembre de 2015.",-1,0.15939838439937065,0.5121784110087496,0.3284232045918798
68,110/000096,"Enmienda para la supresión del artículo 124 del Estatuto de Roma de la Corte Penal Internacional, adoptada en La Haya el 26 de noviembre de 2015.",-1,0.15939838439937065,0.5121784110087496,0.3284232045918798
69,110/000097,"Denuncia del Acuerdo entre el Reino de España y la Universidad de las Naciones Unidas relativo al Instituto Internacional de la Universidad de las Naciones Unidas para la Alianza de Civilizaciones en Barcelona, hecho en Madrid y Tokio el 28 de junio de 2010.",1,0.17637351612578192,0.19085746600446282,0.6327690178697553
70,110/000098,"Denuncia del Acuerdo entre el Reino de España y la Universidad de las Naciones Unidas relativo al establecimiento, funcionamiento y ubicación del Instituto Internacional de la Universidad de las Naciones Unidas para la Alianza de Civilizaciones en Barcelona, hecho en Madrid y Tokio el 28 de junio de 2010.",1,0.05942557011205911,0.20657439618151632,0.7340000337064245
71,110/000099,"Enmienda para la supresión del artículo 124 del Estatuto de Roma de la Corte Penal Internacional, adoptada en La Haya el 26 de noviembre de 2015.",-1,0.15939838439937065,0.5121784110087496,0.3284232045918798
72,121/000002,"Proyecto de Ley de Contratos del Sector Público, por la que se transponen al ordenamiento jurídico español las Directivas del Parlamento Europeo y del Consejo, 2014/23/UE y 2014/24/UE, de 26 de febrero de 2014.",1,0.00544941068782625,0.01283609428338327,0.9817144950287905
73,121/000002,"Solicitud de avocación por el Pleno de la Cámara de la deliberación y votación final del Proyecto de Ley de Contratos del Sector Público, por la que se transponen al ordenamiento jurídico español las Directivas del Parlamento Europeo y del Consejo, 2014/23/UE y 2014/24/UE, de 26 de febrero de 2014, presentadas por los Grupos Parlamentarios Mixto y Confederal de Unidos Podemos-En Comú Podem-En Marea.",1,0.1041896583589352,0.1464424426855322,0.7493678989555326
74,121/000002,"Votación de la enmienda a la totalidad de devolución al Proyecto de Ley de Contratos del Sector Público, por la que se transponen al ordenamiento jurídico español las Directivas del Parlamento Europeo y del Consejo, 2014/23/UE y 2014/24/UE, de 26 de febrero de 2014, presentada por el Grupo Parlamentario Confederal de Unidos Podemos-En Comú Podem-En Marea.",0,0.34176479042675,0.33013102217337925,0.3281041873998708
75,121/000003,"Solicitud de avocación por el Pleno de la Cámara de la deliberación y votación final del Proyecto de Ley sobre procedimientos de contratación en los sectores del agua, la energía, los transportes y los servicios postales por la que se transpone al ordenamiento jurídico español la Directiva 2014/25/UE, del Parlamento Europeo y del Consejo, de 26 de febrero de 2014, presentada por los Grupos Parlamentarios Mixto y Confederal de Unidos Podemos-En Comú Podem-En Marea.",1,0.10796241016131755,0.11482143534980228,0.7772161544888802
76,121/000004,Proyecto de Ley sobre precursores de explosivos.,1,0.13371385262952515,0.1250774609963857,0.7412086863740892
77,121/000004,"Solicitud de avocación por el Pleno de la Cámara de la deliberación y votación final del Proyecto de Ley sobre precursores de explosivos, presentada por el Grupo Parlamentario Mixto (Sr. Homs).",0,0.44916657954967304,0.09849831735608611,0.4523351030942408
78,121/000004,"Votación de la enmienda a la totalidad de devolución presentada al Proyecto de Ley sobre precursores de explosivos, por el Grupo Parlamentario Mixto (Sr. Homs).",0,0.7342996492561208,0.03369969368231639,0.23200065706156278
79,121/000005,"Proyecto de Ley por la que se incorpora al ordenamiento jurídico español la Directiva 2013/11/UE, del Parlamento Europeo y del Consejo, de 21 de mayo de 2013, relativa a la resolución alternativa de litigios en materia de consumo.",1,0.00046338990431895097,0.001145114653523544,0.9983914954421576
80,121/000005,"Solicitud de avocación por el Pleno de la Cámara de la deliberación y votación final del Proyecto de Ley por la que se incorpora al ordenamiento jurídico español la Directiva 2013/11/UE, del Parlamento Europeo y del Consejo, de 21 de mayo de 2013, relativa a la resolución alternativa de litigios en materia de consumo, a petición del Grupo Parlamentario Confederal de Unidos Podemos-En Comú Podem-En Marea.",1,0.07501713844934312,0.06815720353733191,0.856825658013325
81,121/000005,"Votación conjunta de las enmiendas a la totalidad de devolución al Proyecto de Ley por la que se incorpora al ordenamiento jurídico español la Directiva 2013/11/UE, del Parlamento Europeo y del Consejo, de 21 de mayo de 2013, relativa a la resolución alternativa de litigios en materia de consumo, presentadas por los Grupos Parlamentarios Mixto (Sr. Campuzano) y de Esquerra Republicana.",1,0.27814866391828424,0.08168012277482822,0.6401712133068875
82,121/000006,Estado de ingresos  Sin enmiendas,0,0.7120489967692365,0.035688207221928295,0.25226279600883517
83,121/000006,Preámbulo   Sin enmiendas,0,0.8162867147083787,0.00540540043468189,0.1783078848569395
84,121/000006,Sección 05 (Consejo de Estado)   Sin enmiendas,0,0.7338052268454472,0.025108910479876317,0.24108586267467647
85,121/000006,Sección 34 (Relaciones Financieras con la U.E.)  Sin enmiendas.,0,0.6752800497877121,0.0846738816717116,0.24004606854057636
86,121/000006,"Segunda Votación conjunta de las enmiendas a la totalidad de devolución al Proyecto de Ley de Presupuestos Generales del Estado para el año 2017, presentadas por los Grupos Parlamentarios Socialista, Confederal de Unidos Podemos-En Comú Podem-En Marea, de Esquerra Republicana y Mixto (Sr. Campuzano, Sr. Candela, Sra. Beitialarrangoitia y Sr. Matute y Sr. Quevedo).",0,0.5297319380112108,0.17449615082222775,0.2957719111665615
87,121/000006,"Tercera Votación conjunta de las enmiendas a la totalidad de devolución al Proyecto de Ley de Presupuestos Generales del Estado para el año 2017, presentadas por los Grupos Parlamentarios Socialista, Confederal de Unidos Podemos-En Comú Podem-En Marea, de Esquerra Republicana y Mixto (Sr. Campuzano, Sr. Candela, Sra. Beitialarrangoitia y Sr. Matute y Sr. Quevedo).",0,0.5145362654705364,0.2092013037878345,0.27626243074162904
88,121/000006,"Votación conjunta de las enmiendas a la totalidad de devolución al Proyecto de Ley de Presupuestos Generales del Estado para el año 2017, presentadas por los Grupos Parlamentarios Socialista, Confederal de Unidos Podemos-En Comú Podem-En Marea, de Esquerra Republicana y Mixto (Sr. Campuzano, Sr. Candela, Sra. Beitialarrangoitia y Sr. Matute y Sr. Quevedo).",0,0.4146000290426786,0.27698322851329005,0.30841674244403133
89,121/000008,"Proyecto de Ley por la que se adoptan medidas urgentes para paliar los efectos producidos por la sequía en determinadas cuencas hidrográficas y se modifica el texto refundido de la Ley de Aguas, aprobado por Real Decreto Legislativo 1/2001, de 20 de julio (procedente del Real Decreto-Ley 10/2017, de 9 de junio).",1,0.0014755873825281053,0.0070867108443936335,0.9914377017730782
90,121/000010,"Acuerdo de tramitación directa y en lectura única del Proyecto de Ley por la que se modifica la Ley 12/2002, de 23 de mayo, por la que se aprueba el Concierto Económico con la Comunidad Autónoma del País Vasco.",1,0.04325015574866495,0.04247724563690245,0.9142725986144326
91,121/000010,"Proyecto de Ley por la que se modifica la Ley 12/2002, de 23 de mayo, por la que se aprueba el Concierto Económico con la Comunidad Autónoma del País Vasco.",0,0.5791767388844714,0.030644938021873153,0.3901783230936554
92,121/000011,Acuerdo de tramitación directa y en lectura única del Proyecto de Ley por la que se aprueba la metodología de señalamiento del cupo del País Vasco para el quinquenio 2017-2021.,1,0.02562441875832549,0.017558319639987476,0.956817261601687
93,121/000011,Proyecto de Ley por la que se aprueba la metodología de señalamiento del cupo del País Vasco para el quinquenio 2017-2021.,0,0.4765200335137514,0.07761150243764932,0.44586846404859926
94,121/000012,Proyecto de Ley reguladora de los contratos de crédito inmobiliario.,1,0.02658476742725782,0.03480747098065722,0.9386077615920849
95,121/000012,Proyecto de Ley reguladora de los contratos de crédito inmobiliario.,1,0.02658476742725782,0.03480747098065722,0.9386077615920849
96,121/000012,Solicitud de avocación por el Pleno de la Cámara de la deliberación y votación final del Proyecto de Ley reguladora de los contratos de crédito inmobiliario.,1,0.34368680278633695,0.08866040008468166,0.5676527971289814
97,121/000012,"Votación de la enmienda a la totalidad de texto alternativo al Proyecto de Ley reguladora de los contratos de crédito inmobiliario, presentada por el Grupo Parlamentario Confederal de Unidos Podemos-En Comú Podem-En Marea.",1,0.21305705820440465,0.28171693036077083,0.5052260114348245
98,121/000013,Proyecto de Ley Orgánica de Protección de Datos Personales y garantía de los derechos digitales.,1,0.0012298319299826428,0.002192123034403046,0.9965780450356143
99,121/000013,"Votación de la enmienda a la totalidad de devolución al Proyecto de Ley Orgánica de Protección de Datos de Carácter Personal, presentada por el Grupo Palamentario Mixto (Sr. Campuzano).",0,0.6484523946379231,0.054113258053952874,0.297434347308124
100,121/000015,"Proyecto de Ley por la que se modifica el Código de Comercio, el texto refundido de la Ley de Sociedades de Capital aprobado por el Real Decreto Legislativo 1/2010, de 2 de julio, y la Ley 22/2015, de 20 de julio, de Auditoría de Cuentas, en materia de información no financiera y diversidad (procedente del Real Decreto-Ley 18/2017, de 24 de noviembre).",1,0.013176100836344433,0.016339135112417608,0.970484764051238
101,121/000020,"Votación conjunta de las enmiendas a la totalidad de devolución al Proyecto de Ley de Presupuestos Generales del Estado para el año 2018, presentadas por los Grupos Parlamentarios Socialista, Confederal de Unidos Podemos-En Comú Podem-En Marea, de Esquerra Republicana y Mixto (Sr. Campuzano, Sr. Candela, Sr. Baldoví, Sr. Bataller, Sra. Sorlí, Sra. Beitialarrangoitia y Sr. Matute).",0,0.3710745436184858,0.27791953090012206,0.3510059254813922
102,121/000078,"Acuerdo de tramitación directa y en lectura única del Proyecto de Ley por la que se modifica la Ley 12/2002, de 23 de mayo, por la que se aprueba el Concierto Económico con la Comunidad Autónoma del País Vasco.",1,0.04325015574866495,0.04247724563690245,0.9142725986144326
103,121/000094,Proyecto de Ley sobre precursores de explosivos.,1,0.13371385262952515,0.1250774609963857,0.7412086863740892
104,121/000143,"Acuerdo de tramitación directa y en lectura única del Proyecto de Ley por la que se modifica la Ley 12/2002, de 23 de mayo, por la que se aprueba el Concierto Económico con la Comunidad Autónoma del País Vasco.",1,0.04325015574866495,0.04247724563690245,0.9142725986144326
105,122/000001,"Proposición de Ley del Grupo Parlamentario Socialista, sobre la suspensión del calendario de la implantación de la Ley Orgánica 8/2013, de 9 de diciembre, para la mejora de la calidad educativa (Orgánica).",1,0.0358024622545195,0.1765425631650419,0.7876549745804386
106,122/000005,"Proposición de Ley del Grupo Parlamentario Vasco (EAJ-PNV), de reforma de la Ley 9/1968, de 5 de abril, sobre secretos oficiales.",0,0.6044529720078157,0.10514502083284638,0.290402007159338
107,122/000006,"Proposición de Ley del Grupo Parlamentario Vasco (EAJ-PNV), de reforma de la Ley 9/1968, de 5 de abril, sobre secretos oficiales.",0,0.6044529720078157,0.10514502083284638,0.290402007159338
108,122/000011,"Proposición de Ley del Grupo Parlamentario Ciudadanos, de modificación del régimen de tasas judiciales, establecido por la Ley 10/2012, de 20 de noviembre, para la exención de las entidades sin fines lucrativos que hayan optado por el régimen fiscal especial de la Ley 49/2002, de 23 de diciembre, de régimen fiscal especial de las entidades sin fines lucrativos y de los incentivos fiscales al mecenazgo, y los sujetos pasivos que tengan la consideración de entidades de reducida dimensión de acuerdo con lo previsto en la normativa reguladora del Impuesto sobre Sociedades.",1,0.013882374616303176,0.05158614102082878,0.934531484362868
109,122/000012,"Proposición de Ley del Grupo Parlamentario de Esquerra Republicana, por la que se modifica la Ley Orgánica 5/1985, de 19 de junio, del Régimen Electoral General para ampliar el derecho de sufragio activo a los mayores de 16 años (Orgánica).",1,0.0006913125310627203,0.038569567559252164,0.9607391199096851
110,122/000014,"Proposición de Ley del Grupo Parlamentario Vasco (EAJ-PNV), de reforma de la Ley 9/1968, de 5 de abril, sobre secretos oficiales.",0,0.6044529720078157,0.10514502083284638,0.290402007159338
